lag,acled_events,acled_fatalities,idp_population,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,wfp_inflation_mean,wfp_price_mean
-12,-0.22002046435914557,-0.33540934926132754,0.35763825549617195,-0.1276094792560375,-0.15580807464114238,-0.04142664041902924,-0.11482350370439043,-0.2097956450913486,0.35932401023269717
-11,-0.21908938106816536,-0.21158947150416402,0.4423521756381972,-0.10956892921656325,-0.15770646555858184,-0.14966225636281685,-0.2177183356569766,-0.13610255223117626,0.40045948804253434
-10,-0.19734654972727877,-0.12547741773824225,0.5114321833229474,-0.19968836994284103,-0.26591561982736356,-0.18364667112759997,-0.17874182600955732,-0.06759577145516472,0.42779420786000893
-9,-0.18107059122887106,-0.07925684495552399,0.5652002304905545,-0.318691499049772,-0.3267328446985996,-0.20271720701015403,-0.23837327383105833,0.02585953596741683,0.4670336382983693
-8,-0.15764737721293212,-0.09011170305841099,0.607236159533363,-0.289101976024618,-0.21319426520596496,-0.17477616398612753,-0.22947494589870923,0.10375064170756561,0.4876867018203114
-7,-0.11797402006751755,-0.07460292721324246,0.6311675175964536,-0.1713741536622922,-0.07049192420408469,-0.2585850794726096,-0.3212937708878861,0.1346784097479587,0.4963813838857753
-6,-0.08494306737152932,-0.01797009665635948,0.6406359327003391,0.0011283389258223944,0.03835393500018979,-0.18502066619524307,-0.26869250211790224,0.18391311809051605,0.5319354407432143
-5,-0.05858122505021122,0.011639694834308215,0.6397411375547725,0.05632466054628251,0.06486564128878886,-0.1509345928701875,-0.2298726010620324,0.24669540521135264,0.5601970804227601
-4,-0.017428110794055145,-0.009116251282280377,0.6309959367230231,0.04141375732689088,-0.0027040320317498977,-0.13434557016810084,-0.18271822021090536,0.2236151603897216,0.5769523349610703
-3,0.021122962813250296,-0.013417768587817331,0.6202962410617543,-0.027973408512904672,-0.059329780102878905,-0.08255539158478942,-0.11913651087980433,0.18661284763011893,0.5926539795207247
-2,0.0885654297574008,0.019798016264638243,0.6101382186623394,-0.037227155809009024,-0.08955438116030275,0.05825062700697338,-0.044368229554392354,0.13759922683737977,0.5961463211991967
-1,0.09774611776244255,0.0557895712434562,0.6012547346480615,-0.057622137898265126,-0.08991846427964711,0.02932526207860143,-0.04930520437233586,0.09693795612951352,0.5901592169528509
0,0.11985129125841872,0.0690816570790282,0.5932948539674595,-0.06658120664035984,-0.07156655091811459,-0.03440079564777003,-0.06525990718923326,0.02470486711218787,0.5569113057658344
1,0.1401777709105052,0.14142443010889924,0.5607139892733121,-0.07948645451995293,-0.07378857140042276,-0.03214547656723969,-0.027800141096225733,0.00805548446302105,0.504940929302515
2,0.12672126402832506,0.20570932630502348,0.5279333991219601,-0.08824431454633153,-0.04637786069286698,-0.022835524650101146,0.007393737698610519,-0.005885199880731354,0.46003566359004927
3,0.10956176664893945,0.25808711072543794,0.4951728098357464,-0.0729988444631978,0.01683529299754556,-0.007662313855960001,0.02988374968108861,-0.013867804140009724,0.4117970725183494
4,0.11295127959906577,0.3015441463531563,0.4597997874673443,-0.009642048388328541,0.11171727837667358,0.020487804442778448,0.08137346270028037,-0.0015666135629825886,0.3562505727815555
5,0.12494739815165105,0.30332502629253627,0.42193965011181767,0.07055905289076081,0.1814820219141272,0.04112265657881425,0.12089348631357413,0.040612285916322356,0.32611478897781004
6,0.14019334756215282,0.319385089067636,0.38100772080875356,0.16649925494731124,0.19650290289014108,0.09341618395920581,0.11648792752890338,0.08669218756345402,0.29706401080724987
7,0.210501739511655,0.3593231290556512,0.3349714793028149,0.16351568937566321,0.1787154579122923,0.09557486687102316,0.11287314354780002,0.14590841189787937,0.2725376920573423
8,0.21602454974497387,0.2892982513878419,0.283210076792636,0.10133998384993245,0.14732480351021077,0.029054811121181787,0.07854521400044272,0.18481027526228477,0.2332264017185758
9,0.26122479992701014,0.2998772053355276,0.2259751907563954,0.11825335522386582,0.11614195839778527,0.10536958799015507,0.11981568628301124,0.21504665857161506,0.17438833399194725
10,0.35333645880087966,0.3243763925633283,0.16278405544891272,0.08000394437311428,0.04422944729983921,0.13168880563866098,0.0845710566716214,0.26317665080701885,0.09895476664342429
11,0.4645175053214494,0.3757995321283606,0.09401999598118693,0.01288904777782159,-0.023320568067191957,0.1009122596961162,0.024991544289198937,0.30845338664109195,0.005992401632617367
12,0.5853137011661981,0.5642627770209391,0.018200104842494486,-0.0736128570228483,-0.09415835579613958,0.006597253873807882,-0.0003803325277958977,0.3651270003556387,-0.09488171766115043
