date,value,matrix_profile,matrix_profile_index
2017-08-01,16.0,0.0,12.0
2017-09-01,16.0,0.8157102780006747,38.0
2017-10-01,16.0,0.6324555320336754,39.0
2017-11-01,16.0,0.4498448517168374,23.0
2017-12-01,16.0,9.064933036736789e-17,24.0
2018-01-01,16.0,8.479468414379336e-17,25.0
2018-02-01,16.0,0.0,26.0
2018-03-01,16.0,1.6653345369377348e-16,27.0
2018-04-01,16.0,2.5639502485114184e-16,28.0
2018-05-01,16.0,1.4686870114880517e-16,29.0
2018-06-01,16.0,2.0770370905276122e-16,30.0
2018-07-01,16.0,3.3306690738754696e-16,31.0
2018-08-01,40.0,0.0,0.0
2018-09-01,40.0,2.083702585933651e-15,32.0
2018-10-01,40.0,1.5992607561452414e-15,33.0
2018-11-01,40.0,1.1102230246251565e-16,34.0
2018-12-01,40.0,8.881784197001252e-16,35.0
2019-01-01,40.0,8.881784197001252e-16,36.0
2019-02-01,40.0,0.0,37.0
2019-03-01,40.0,8.759511914735174e-16,56.0
2019-04-01,40.0,8.881784197001252e-16,57.0
2019-05-01,40.0,0.6370356882027988,38.0
2019-06-01,40.0,0.5439552625618549,39.0
2019-07-01,40.0,0.4498448517168374,3.0
2019-08-01,15.0,9.064933036736789e-17,4.0
2019-09-01,15.0,8.479468414379336e-17,5.0
2019-10-01,15.0,0.0,6.0
2019-11-01,15.0,1.6653345369377348e-16,7.0
2019-12-01,15.0,2.5639502485114184e-16,8.0
2020-01-01,15.0,1.4686870114880517e-16,9.0
2020-02-01,15.0,2.0770370905276122e-16,10.0
2020-03-01,15.0,3.3306690738754696e-16,11.0
2020-04-01,50.0,0.0,68.0
2020-05-01,50.0,0.0,69.0
2020-06-01,50.0,0.0,70.0
2020-07-01,50.0,0.0,71.0
2020-08-01,50.0,0.0,72.0
2020-09-01,50.0,0.0,18.0
2020-10-01,50.0,0.6370356882027988,21.0
2020-11-01,50.0,0.5439552625618549,22.0
2020-12-01,50.0,0.468553652761987,23.0
2021-01-01,50.0,0.4021317445363944,4.0
2021-02-01,50.0,0.28305790531679714,5.0
2021-03-01,45.0,6.661338147750939e-16,6.0
2021-04-01,45.0,0.5564993176482491,7.0
2021-05-01,45.0,0.7653668647301796,8.0
2021-06-01,45.0,0.9194016867619661,15.0
2021-07-01,45.0,0.7653668647301795,16.0
2021-08-01,45.0,0.5564993176482491,17.0
2021-09-01,55.00000000000001,6.661338147750939e-16,18.0
2021-10-01,55.00000000000001,0.24715008431375587,19.0
2021-11-01,55.00000000000001,0.32036448601393425,20.0
2021-12-01,55.00000000000001,0.38164735045449805,76.0
2022-01-01,55.00000000000001,0.4595058410947221,77.0
2022-02-01,55.00000000000001,0.6030226891555269,78.0
2022-03-01,45.0,0.0,18.0
2022-04-01,45.0,0.0,74.0
2022-05-01,45.0,0.0,75.0
2022-06-01,45.0,0.0,76.0
2022-07-01,45.0,0.0,77.0
2022-08-01,45.0,0.0,78.0
2022-09-01,40.0,0.0,0.0
2022-10-01,40.0,0.0,0.0
2022-11-01,40.0,0.0,0.0
2022-12-01,40.0,0.0,0.0
2023-01-01,40.0,0.0,0.0
2023-02-01,40.0,0.0,0.0
2023-03-01,40.0,0.0,0.0
2023-04-01,40.0,0.0,32.0
2023-05-01,40.0,0.0,33.0
2023-06-01,40.0,0.0,34.0
2023-07-01,40.0,0.0,35.0
2023-08-01,40.0,0.0,36.0
2023-09-01,40.0,0.0,18.0
2023-10-01,40.0,0.0,56.0
2023-11-01,40.0,0.0,57.0
2023-12-01,40.0,0.0,58.0
2024-01-01,40.0,0.0,59.0
2024-02-01,40.0,0.0,60.0
2024-03-01,35.0,0.0,0.0
2024-04-01,35.0,0.0,0.0
2024-05-01,35.0,0.0,0.0
2024-06-01,35.0,,
2024-07-01,35.0,,
2024-08-01,35.0,,
2024-09-01,35.0,,
2024-10-01,35.0,,
2024-11-01,35.0,,
2024-12-01,35.0,,
2025-01-01,35.0,,
2025-02-01,35.0,,
2025-03-01,35.0,,
2025-04-01,35.0,,
